,CD_GEOCODM,NM_MUNICIP,LONG,LAT,ALT,geopoint
0,110001,ALTA FLORESTA D'OESTE,"-61,9998238962936","-11,9355403047646","337,735719","-11.9355403047646,-61.9998238962936"
1,110002,ARIQUEMES,"-63,0332692780484","-9,9084628665672","138,688981","-9.9084628665672,-63.0332692780484"
2,110003,CABIXI,"-60,5443135812009","-13,4997634596963","236,06316","-13.4997634596963,-60.5443135812009"
3,110004,CACOAL,"-61,4429442118224","-11,4338650286852","177,453547","-11.4338650286852,-61.4429442118224"
4,110005,CEREJEIRAS,"-60,8184261646815","-13,1950330320399","262,811307","-13.1950330320399,-60.8184261646815"
5,110006,COLORADO DO OESTE,"-60,5550674630789","-13,1305638414553","419,090613","-13.1305638414553,-60.5550674630789"
6,110007,CORUMBIARA,"-60,9487011706614","-12,9975202364834","269,171178","-12.9975202364834,-60.9487011706614"
7,110008,COSTA MARQUES,"-64,2316539391172","-12,4360138777142","145,213903","-12.4360138777142,-64.2316539391172"
8,110009,ESPIG�O D'OESTE,"-61,0201731132847","-11,5285546333473","262,527225","-11.5285546333473,-61.0201731132847"
9,110010,GUAJAR�-MIRIM,"-65,3239518196923","-10,7738837406705","133,414381","-10.7738837406705,-65.3239518196923"
10,110011,JARU,"-62,4762307081317","-10,4359487678844","162,551328","-10.4359487678844,-62.4762307081317"
11,110012,JI-PARAN�,"-61,9450945826841","-10,882051318349","157,262673","-10.882051318349,-61.9450945826841"
12,110013,MACHADINHO D'OESTE,"-61,9995925724466","-9,42556248","144,19909","-9.42556248,-61.9995925724466"
13,110014,NOVA BRASIL�NDIA D'OESTE,"-62,308230163019","-11,7213254138559","259,417475","-11.7213254138559,-62.308230163019"
14,110015,OURO PRETO DO OESTE,"-62,2610551904363","-10,7235739008135","252,167649","-10.7235739008135,-62.2610551904363"
15,110018,PIMENTA BUENO,"-61,183665673642","-11,67753699","186,174033","-11.67753699,-61.183665673642"
16,110020,PORTO VELHO,"-63,8314456543611","-8,76889179","86,895415","-8.76889179,-63.8314456543611"
17,110025,PRESIDENTE M�DICI,"-61,9094386835298","-11,1732050162268","178,222375","-11.1732050162268,-61.9094386835298"
18,110026,RIO CRESPO,"-62,9000103659589","-9,70553670973949","124,322215","-9.70553670973949,-62.9000103659589"
19,110028,ROLIM DE MOURA,"-61,7857809351854","-11,7222589133808","226,711103","-11.7222589133808,-61.7857809351854"
20,110029,SANTA LUZIA D'OESTE,"-61,7733054630545","-11,908423332469","265,234157","-11.908423332469,-61.7733054630545"
21,110030,VILHENA,"-60,1385838660987","-12,7413734718029","595,093769","-12.7413734718029,-60.1385838660987"
22,110032,S�O MIGUEL DO GUAPOR�,"-62,7200634814364","-11,699489743806","191,082628","-11.699489743806,-62.7200634814364"
23,110033,NOVA MAMOR�,"-65,3291490231467","-10,4117712947002","150,930604","-10.4117712947002,-65.3291490231467"
24,110034,ALVORADA D'OESTE,"-62,2772748656972","-11,3441300234334","182,40013","-11.3441300234334,-62.2772748656972"
25,110037,ALTO ALEGRE DOS PARECIS,"-61,853077168603","-12,1317772245709","396,560544","-12.1317772245709,-61.853077168603"
26,110040,ALTO PARA�SO,"-63,3176294334976","-9,71666673807728","128,000112","-9.71666673807728,-63.3176294334976"
27,110045,BURITIS,"-63,8296787917565","-10,2098054072356","153,171166","-10.2098054072356,-63.8296787917565"
28,110050,NOVO HORIZONTE DO OESTE,"-61,9943876627606","-11,7097429200152","229,511705","-11.7097429200152,-61.9943876627606"
29,110060,CACAUL�NDIA,"-62,9031899345687","-10,3388728393928","161,056558","-10.3388728393928,-62.9031899345687"
30,110070,CAMPO NOVO DE ROND�NIA,"-63,6249914265426","-10,5684164693485","206,148936","-10.5684164693485,-63.6249914265426"
31,110080,CANDEIAS DO JAMARI,"-63,7000200718298","-8,78502070347748","84,750219","-8.78502070347748,-63.7000200718298"
32,110090,CASTANHEIRAS,"-61,9491611964662","-11,4268422254625","214,995394","-11.4268422254625,-61.9491611964662"
33,110092,CHUPINGUAIA,"-60,9018477499554","-12,5568407610938","340,299631","-12.5568407610938,-60.9018477499554"
34,110094,CUJUBIM,"-62,5871745319209","-9,37819339905712","110,959894","-9.37819339905712,-62.5871745319209"
35,110100,GOVERNADOR JORGE TEIXEIRA,"-62,7404576394632","-10,6120717726075","201,781008","-10.6120717726075,-62.7404576394632"
36,110110,ITAPU� DO OESTE,"-63,1823370165183","-9,19187167532785","98,95108","-9.19187167532785,-63.1823370165183"
37,110120,MINISTRO ANDREAZZA,"-61,5189219301054","-11,1962379841591","266,291526","-11.1962379841591,-61.5189219301054"
38,110130,MIRANTE DA SERRA,"-62,6694270952566","-11,045609289937","211,815643","-11.045609289937,-62.6694270952566"
39,110140,MONTE NEGRO,"-63,2955591672175","-10,263097755883","155,400337","-10.263097755883,-63.2955591672175"
40,110143,NOVA UNI�O,"-62,55508939888","-10,9155320416628","241,493724","-10.9155320416628,-62.55508939888"
41,110145,PARECIS,"-61,5979979726776","-12,1798270507077","296,282838","-12.1798270507077,-61.5979979726776"
42,110146,PIMENTEIRAS DO OESTE,"-61,0443790025384","-13,4765620024615","170,255529","-13.4765620024615,-61.0443790025384"
43,110147,PRIMAVERA DE ROND�NIA,"-61,3165462429165","-11,8257069542468","244,567351","-11.8257069542468,-61.3165462429165"
44,110148,S�O FELIPE D'OESTE,"-61,5125081133327","-11,9143893546886","269,726767","-11.9143893546886,-61.5125081133327"
45,110149,S�O FRANCISCO DO GUAPOR�,"-63,5708647107649","-12,0637984122334","165,693726","-12.0637984122334,-63.5708647107649"
46,110150,SERINGUEIRAS,"-63,0387609977072","-11,767116635607","185,830878","-11.767116635607,-63.0387609977072"
47,110155,TEIXEIR�POLIS,"-62,2559222539546","-10,9321692860399","191,34936","-10.9321692860399,-62.2559222539546"
48,110160,THEOBROMA,"-62,3451455299349","-10,2487305520261","191,598548","-10.2487305520261,-62.3451455299349"
49,110170,URUP�,"-62,3706324537667","-11,1285452756794","197,170024","-11.1285452756794,-62.3706324537667"
50,110175,VALE DO ANARI,"-62,1768234421278","-9,85139270806179","157,665353","-9.85139270806179,-62.1768234421278"
51,110180,VALE DO PARA�SO,"-62,1343903568099","-10,4310526845565","153,994474","-10.4310526845565,-62.1343903568099"
52,120001,ACREL�NDIA,"-67,0523165800206","-10,0737938924635","205,894014","-10.0737938924635,-67.0523165800206"
53,120005,ASSIS BRASIL,"-69,5634591746677","-10,9428656809172","234,866835","-10.9428656809172,-69.5634591746677"
54,120010,BRASIL�IA,"-68,7479434259584","-11,0164110190858","188,324139","-11.0164110190858,-68.7479434259584"
55,120013,BUJARI,"-67,9518592792015","-9,82001962670938","198,174197","-9.82001962670938,-67.9518592792015"
56,120017,CAPIXABA,"-67,6735079719432","-10,5697677087928","212,303309","-10.5697677087928,-67.6735079719432"
57,120020,CRUZEIRO DO SUL,"-72,6725313174358","-7,63069000500981","183,079525","-7.63069000500981,-72.6725313174358"
58,120025,EPITACIOL�NDIA,"-68,7448680666749","-11,0282398279564","206,036126","-11.0282398279564,-68.7448680666749"
59,120030,FEIJ�,"-70,3539836082165","-8,16024753","159,822497","-8.16024753,-70.3539836082165"
60,120032,JORD�O,"-71,9508751248365","-9,19335785982848","264,977881","-9.19335785982848,-71.9508751248365"
61,120033,M�NCIO LIMA,"-72,9165010261308","-7,59322259385836","187,065998","-7.59322259385836,-72.9165010261308"
62,120034,MANOEL URBANO,"-69,2599445775075","-8,83631773689166","162,133821","-8.83631773689166,-69.2599445775075"
63,120035,MARECHAL THAUMATURGO,"-72,7902659086983","-8,95359112315366","214,910605","-8.95359112315366,-72.7902659086983"
64,120038,PL�CIDO DE CASTRO,"-67,1882600861516","-10,3351332827427","129,189484","-10.3351332827427,-67.1882600861516"
65,120039,PORTO WALTER,"-72,7423339648033","-8,26666636282753","201,805961","-8.26666636282753,-72.7423339648033"
66,120040,RIO BRANCO,"-67,8105287004235","-9,97829875272498","137,865746","-9.97829875272498,-67.8105287004235"
67,120042,RODRIGUES ALVES,"-72,6478549141997","-7,73360203372322","189,585426","-7.73360203372322,-72.6478549141997"
68,120043,SANTA ROSA DO PURUS,"-70,4864968937616","-9,44340653741185","216,72423","-9.44340653741185,-70.4864968937616"
69,120045,SENADOR GUIOMARD,"-67,7431723600051","-10,1481735861989","207,924797","-10.1481735861989,-67.7431723600051"
70,120050,SENA MADUREIRA,"-68,655684061692","-9,065339505","132,133034","-9.065339505,-68.655684061692"
71,120060,TARAUAC�,"-70,7555010628937","-8,15566859176562","172,144466","-8.15566859176562,-70.7555010628937"
72,120070,XAPURI,"-68,5062948050463","-10,6520719403355","173,281643","-10.6520719403355,-68.5062948050463"
73,120080,PORTO ACRE,"-67,5405900835194","-9,60085823118788","134,322793","-9.60085823118788,-67.5405900835194"
74,130002,ALVAR�ES,"-64,8135346775686","-3,21658376906639","46,116014","-3.21658376906639,-64.8135346775686"
75,130006,AMATUR�,"-68,2096146409404","-3,36680518750561","73,447708","-3.36680518750561,-68.2096146409404"
76,130008,ANAM�,"-61,4059034797501","-3,57637042689027","21,613748","-3.57637042689027,-61.4059034797501"
77,130010,ANORI,"-61,6589553828779","-3,74538558611889","20,346246","-3.74538558611889,-61.6589553828779"
78,130014,APU�,"-59,8856661047188","-7,1978701516076","132,98111","-7.1978701516076,-59.8856661047188"
79,130020,ATALAIA DO NORTE,"-70,1879892845226","-4,36615748971603","76,016638","-4.36615748971603,-70.1879892845226"
80,130030,AUTAZES,"-59,1335670918168","-3,57866364177127","20,491551","-3.57866364177127,-59.1335670918168"
81,130040,BARCELOS,"-62,9256696581026","-0,972801052532191","35,36196","-0.972801052532191,-62.9256696581026"
82,130050,BARREIRINHA,"-57,0677504898938","-2,7981498369298","11,234609","-2.7981498369298,-57.0677504898938"
83,130060,BENJAMIN CONSTANT,"-70,0273484332765","-4,37498901860391","69,803811","-4.37498901860391,-70.0273484332765"
84,130063,BERURI,"-61,3715708916659","-3,89451340981806","22,862003","-3.89451340981806,-61.3715708916659"
85,130068,BOA VISTA DO RAMOS,"-57,5877073464737","-2,97172653158936","23,018048","-2.97172653158936,-57.5877073464737"
86,130070,BOCA DO ACRE,"-67,3995777566805","-8,75124319609379","106,766033","-8.75124319609379,-67.3995777566805"
87,130080,BORBA,"-59,5945590194969","-4,39061989147273","29,014905","-4.39061989147273,-59.5945590194969"
88,130083,CAAPIRANGA,"-61,2113341331817","-3,3300933919416","20,16684","-3.3300933919416,-61.2113341331817"
89,130090,CANUTAMA,"-64,3942308189288","-6,52910607582614","52,008963","-6.52910607582614,-64.3942308189288"
90,130100,CARAUARI,"-66,8966352816837","-4,88166590420413","66,15796","-4.88166590420413,-66.8966352816837"
91,130110,CAREIRO,"-60,3638098437089","-3,82244727004599","25,175384","-3.82244727004599,-60.3638098437089"
92,130115,CAREIRO DA V�RZEA,"-59,8263140608339","-3,1973965948696","19,228559","-3.1973965948696,-59.8263140608339"
93,130120,COARI,"-63,1421839840562","-4,08421915877588","37,939947","-4.08421915877588,-63.1421839840562"
94,130130,CODAJ�S,"-62,0634296604883","-3,84304593273892","28,155367","-3.84304593273892,-62.0634296604883"
95,130140,EIRUNEP�,"-69,8662902624416","-6,66735256685182","122,174399","-6.66735256685182,-69.8662902624416"
96,130150,ENVIRA,"-70,0304125429825","-7,43981754396838","137,396301","-7.43981754396838,-70.0304125429825"
97,130160,FONTE BOA,"-66,0965029898347","-2,51227068454779","58,147019","-2.51227068454779,-66.0965029898347"
98,130165,GUAJAR�,"-72,5824305383396","-7,5477744148336","182,751246","-7.5477744148336,-72.5824305383396"
99,130170,HUMAIT�,"-63,0266980219283","-7,51222495061139","55,017452","-7.51222495061139,-63.0266980219283"
100,130180,IPIXUNA,"-71,6944180603084","-7,05098011443721","156,327962","-7.05098011443721,-71.6944180603084"
101,130185,IRANDUBA,"-60,1933881661307","-3,2810538776069","43,223118","-3.2810538776069,-60.1933881661307"
102,130190,ITACOATIARA,"-58,4401754367571","-3,14037880391635","21,659418","-3.14037880391635,-58.4401754367571"
103,130195,ITAMARATI,"-68,2479174359782","-6,43779934861918","112,652164","-6.43779934861918,-68.2479174359782"
104,130200,ITAPIRANGA,"-58,0345458839662","-2,74184275232884","69,268709","-2.74184275232884,-58.0345458839662"
105,130210,JAPUR�,"-66,9969034946413","-1,880844858703","69,840525","-1.880844858703,-66.9969034946413"
106,130220,JURU�,"-66,0630419255434","-3,47488959889068","64,379174","-3.47488959889068,-66.0630419255434"
107,130230,JUTA�,"-66,7713275466878","-2,74464644685786","62,144425","-2.74464644685786,-66.7713275466878"
108,130240,L�BREA,"-64,79477302752","-7,26194655332705","57,507314","-7.26194655332705,-64.79477302752"
109,130250,MANACAPURU,"-60,6205894458706","-3,29827803546755","26,965542","-3.29827803546755,-60.6205894458706"
110,130255,MANAQUIRI,"-60,4588813063745","-3,42907966935262","29,481121","-3.42907966935262,-60.4588813063745"
111,130260,MANAUS,"-60,023335181061","-3,13469149120195","34,356331","-3.13469149120195,-60.023335181061"
112,130270,MANICOR�,"-61,2992484088508","-5,81320526118813","44,346313","-5.81320526118813,-61.2992484088508"
113,130280,MARA�,"-65,5742837031641","-1,86643687730125","47,135937","-1.86643687730125,-65.5742837031641"
114,130290,MAU�S,"-57,7150343867525","-3,38642792621106","24,058942","-3.38642792621106,-57.7150343867525"
115,130300,NHAMUND�,"-56,7167699133376","-2,1889837668969",1,"-2.1889837668969,-56.7167699133376"
116,130310,NOVA OLINDA DO NORTE,"-59,0930740260433","-3,88759283191138","12,073148","-3.88759283191138,-59.0930740260433"
117,130320,NOVO AIR�O,"-60,948810707829","-2,62343245902763","21,79964","-2.62343245902763,-60.948810707829"
118,130330,NOVO ARIPUAN�,"-60,3770456690009","-5,12266931419617","29,063563","-5.12266931419617,-60.3770456690009"
119,130340,PARINTINS,"-56,7362921451951","-2,62705258583723","17,327756","-2.62705258583723,-56.7362921451951"
120,130350,PAUINI,"-67,0020974885282","-7,71404364432219","118,458317","-7.71404364432219,-67.0020974885282"
121,130353,PRESIDENTE FIGUEIREDO,"-60,0256468344675","-2,058429085233","58,287098","-2.058429085233,-60.0256468344675"
122,130356,RIO PRETO DA EVA,"-59,704738094199","-2,6933015416451","34,737296","-2.6933015416451,-59.704738094199"
123,130360,SANTA ISABEL DO RIO NEGRO,"-65,020022639512","-0,416694831881864","34,120877","-0.416694831881864,-65.020022639512"
124,130370,SANTO ANT�NIO DO I��,"-67,9464851438841","-3,10748630918151","67,357928","-3.10748630918151,-67.9464851438841"
125,130380,S�O GABRIEL DA CACHOEIRA,"-67,0836428963463","-0,136462788116522","61,510476","-0.136462788116522,-67.0836428963463"
126,130390,S�O PAULO DE OLIVEN�A,"-68,9448534881358","-3,46650962349132","86,623249","-3.46650962349132,-68.9448534881358"
127,130395,S�O SEBASTI�O DO UATUM�,"-57,8703463558346","-2,57015257967785","16,938658","-2.57015257967785,-57.8703463558346"
128,130400,SILVES,"-58,2148008608269","-2,83642742966584","64,017729","-2.83642742966584,-58.2148008608269"
129,130406,TABATINGA,"-69,9462443752272","-4,23188367564665",63,"-4.23188367564665,-69.9462443752272"
130,130410,TAPAU�,"-63,1870948671802","-5,62422351778794","50,653389","-5.62422351778794,-63.1870948671802"
131,130420,TEF�,"-64,7084196633027","-3,34837249394151","46,584182","-3.34837249394151,-64.7084196633027"
132,130423,TONANTINS,"-67,7764822806952","-2,86109124983543","66,102264","-2.86109124983543,-67.7764822806952"
133,130426,UARINI,"-65,1553456401554","-2,9836092426921","42,588237","-2.9836092426921,-65.1553456401554"
134,130430,URUCAR�,"-57,7598281745956","-2,53661167184038","17,708774","-2.53661167184038,-57.7598281745956"
135,130440,URUCURITUBA,"-58,1596410413098","-3,1346331156473","23,07491","-3.1346331156473,-58.1596410413098"
136,140002,AMAJARI,"-61,4205901726631","3,6521184454459","107,717395","3.6521184454459,-61.4205901726631"
137,140005,ALTO ALEGRE,"-61,3140223901178","2,99382294765484","121,741984","2.99382294765484,-61.3140223901178"
138,140010,BOA VISTA,"-60,6705326729651","2,81668191910439","79,828228","2.81668191910439,-60.6705326729651"
139,140015,BONFIM,"-59,8780066289099","3,35028861911032","86,647022","3.35028861911032,-59.8780066289099"
140,140017,CANT�,"-60,6020628476112","2,60766639841651","82,9828","2.60766639841651,-60.6020628476112"
141,140020,CARACARA�,"-61,14917687013","1,80387124729759","49,583211","1.80387124729759,-61.14917687013"
142,140023,CAROEBE,"-59,6948100736757","0,872674507186562","128,834768","0.872674507186562,-59.6948100736757"
143,140028,IRACEMA,"-61,0522585850197","2,16821476520387","80,642282","2.16821476520387,-61.0522585850197"
144,140030,MUCAJA�,"-60,9115185306216","2,47977223505342","69,628559","2.47977223505342,-60.9115185306216"
145,140040,NORMANDIA,"-59,6352062835683","3,88297828530181","102,784875","3.88297828530181,-59.6352062835683"
146,140045,PACARAIMA,"-61,1473063471493","4,47525934021226","912,129909","4.47525934021226,-61.1473063471493"
147,140047,RORAIN�POLIS,"-60,4250604939819","0,937195393597556","83,796679","0.937195393597556,-60.4250604939819"
148,140050,S�O JO�O DA BALIZA,"-59,9060443451544","0,947157427466681","121,245643","0.947157427466681,-59.9060443451544"
149,140060,S�O LUIZ,"-60,0282667741903","1,01811162739126","116,345918","1.01811162739126,-60.0282667741903"
150,140070,UIRAMUT�,"-60,195716148042","4,58544038754255","605,799563","4.58544038754255,-60.195716148042"
151,150010,ABAETETUBA,"-48,8844038207231","-1,72346986284591","10,120343","-1.72346986284591,-48.8844038207231"
152,150013,ABEL FIGUEIREDO,"-48,3967621257945","-4,9513908955313","192,756651","-4.9513908955313,-48.3967621257945"
153,150020,ACAR�,"-48,2004564317501","-1,9634365","7,395031","-1.9634365,-48.2004564317501"
154,150030,AFU�,"-50,3914275892332","-0,159171693779797","3,136401","-0.159171693779797,-50.3914275892332"
155,150034,�GUA AZUL DO NORTE,"-50,4852745072531","-6,80494886740538","296,299435","-6.80494886740538,-50.4852745072531"
156,150040,ALENQUER,"-54,7408623501896","-1,951397505","39,131195","-1.951397505,-54.7408623501896"
157,150050,ALMEIRIM,"-52,5768350868127","-1,52733880276478","18,728788","-1.52733880276478,-52.5768350868127"
158,150060,ALTAMIRA,"-52,2143763052078","-3,20565951","104,748288","-3.20565951,-52.2143763052078"
159,150070,ANAJ�S,"-49,945001040544","-0,984451394008702","5,001054","-0.984451394008702,-49.945001040544"
160,150080,ANANINDEUA,"-48,372066654168","-1,36871356826946","26,564442","-1.36871356826946,-48.372066654168"
161,150085,ANAPU,"-51,2016217984581","-3,47610463506868","56,30874","-3.47610463506868,-51.2016217984581"
162,150090,AUGUSTO CORR�A,"-46,6416457856711","-1,02292101","15,987763","-1.02292101,-46.6416457856711"
163,150095,AURORA DO PAR�,"-47,5561746036128","-2,12937601319444","41,368894","-2.12937601319444,-47.5561746036128"
164,150100,AVEIRO,"-55,3307343898178","-3,60559525928393","15,451251","-3.60559525928393,-55.3307343898178"
165,150110,BAGRE,"-50,2219869206135","-1,88980806036172","1,61555","-1.88980806036172,-50.2219869206135"
166,150120,BAI�O,"-49,6727533733253","-2,79196186136136","30,562405","-2.79196186136136,-49.6727533733253"
167,150125,BANNACH,"-50,4060471215195","-7,3510721924244","401,3302","-7.3510721924244,-50.4060471215195"
168,150130,BARCARENA,"-48,6270728925156","-1,505767005","7,076526","-1.505767005,-48.6270728925156"
169,150140,BEL�M,"-48,4878256874876","-1,459845","8,471477","-1.459845,-48.4878256874876"
170,150145,BELTERRA,"-54,9426747393262","-2,64902016946856","167,560031","-2.64902016946856,-54.9426747393262"
171,150150,BENEVIDES,"-48,2418364505703","-1,361437515","31,61379","-1.361437515,-48.2418364505703"
172,150157,BOM JESUS DO TOCANTINS,"-48,5990399590615","-5,04736270432029","172,278567","-5.04736270432029,-48.5990399590615"
173,150160,BONITO,"-47,3058918168639","-1,36747435687254","54,760633","-1.36747435687254,-47.3058918168639"
174,150170,BRAGAN�A,"-46,765754213664","-1,05352395620564","16,040139","-1.05352395620564,-46.765754213664"
175,150172,BRASIL NOVO,"-52,5434411922788","-3,29780370400837","189,051168","-3.29780370400837,-52.5434411922788"
176,150175,BREJO GRANDE DO ARAGUAIA,"-48,4057604223874","-5,70729615383609","221,292832","-5.70729615383609,-48.4057604223874"
177,150178,BREU BRANCO,"-49,5698796832857","-3,77813541287867","95,475014","-3.77813541287867,-49.5698796832857"
178,150180,BREVES,"-50,4808947990195","-1,6907365","9,90157","-1.6907365,-50.4808947990195"
179,150190,BUJARU,"-48,035875014396","-1,51399146230061","17,010542","-1.51399146230061,-48.035875014396"
180,150195,CACHOEIRA DO PIRI�,"-46,5473914166255","-1,75289700493124","48,722592","-1.75289700493124,-46.5473914166255"
181,150200,CACHOEIRA DO ARARI,"-48,9606675773871","-1,00878626563928","9,563874","-1.00878626563928,-48.9606675773871"
182,150210,CAMET�,"-49,497830168997","-2,24683848","11,228958","-2.24683848,-49.497830168997"
183,150215,CANA� DOS CARAJ�S,"-49,8489584319153","-6,5321966156294","295,750409","-6.5321966156294,-49.8489584319153"
184,150220,CAPANEMA,"-47,1751261231344","-1,192441995","27,276528","-1.192441995,-47.1751261231344"
185,150230,CAPIT�O PO�O,"-47,0628253774009","-1,74618729323752","64,787476","-1.74618729323752,-47.0628253774009"
186,150240,CASTANHAL,"-47,9266431419442","-1,29575680504525","46,797427","-1.29575680504525,-47.9266431419442"
187,150250,CHAVES,"-49,9893186050714","-0,162437290121912","11,587442","-0.162437290121912,-49.9893186050714"
188,150260,COLARES,"-48,2887284319494","-0,932091243957739","12,004689","-0.932091243957739,-48.2887284319494"
189,150270,CONCEI��O DO ARAGUAIA,"-49,2645008124957","-8,26486353","180,163212","-8.26486353,-49.2645008124957"
190,150275,CONC�RDIA DO PAR�,"-47,9498869390047","-1,98452146277275","49,262563","-1.98452146277275,-47.9498869390047"
191,150276,CUMARU DO NORTE,"-50,7715783775131","-7,81110653689927","311,596246","-7.81110653689927,-50.7715783775131"
192,150277,CURION�POLIS,"-49,6022142249504","-6,09681995220666","210,954188","-6.09681995220666,-49.6022142249504"
193,150280,CURRALINHO,"-49,7915228470854","-1,80942341966693","2,481094","-1.80942341966693,-49.7915228470854"
194,150285,CURU�,"-55,1196786087308","-1,88992870430549","23,287489","-1.88992870430549,-55.1196786087308"
195,150290,CURU��,"-47,8512650859352","-0,73249551","16,082956","-0.73249551,-47.8512650859352"
196,150293,DOM ELISEU,"-47,5559148859934","-4,29077772","261,070712","-4.29077772,-47.5559148859934"
197,150295,ELDORADO DOS CARAJ�S,"-49,3739519421522","-6,10352516107139","138,742621","-6.10352516107139,-49.3739519421522"
198,150300,FARO,"-56,745753017307","-2,17297524194977","19,039247","-2.17297524194977,-56.745753017307"
199,150304,FLORESTA DO ARAGUAIA,"-49,6975784122373","-7,55870087237008","187,622498","-7.55870087237008,-49.6975784122373"
200,150307,GARRAF�O DO NORTE,"-47,0450460172973","-1,93169704310669","45,818804","-1.93169704310669,-47.0450460172973"
201,150309,GOIAN�SIA DO PAR�,"-49,1010449237426","-3,842468","82,583803","-3.842468,-49.1010449237426"
202,150310,GURUP�,"-51,6436957233941","-1,404918","16,392511","-1.404918,-51.6436957233941"
203,150320,IGARAP�-A�U,"-47,6223754920271","-1,124322","42,533392","-1.124322,-47.6223754920271"
204,150330,IGARAP�-MIRI,"-48,9622994689466","-1,983116","9,283106","-1.983116,-48.9622994689466"
205,150340,INHANGAPI,"-47,9133927465885","-1,42658198091031","3,928414","-1.42658198091031,-47.9133927465885"
206,150345,IPIXUNA DO PAR�,"-47,4997175887983","-2,5575285","46,116508","-2.5575285,-47.4997175887983"
207,150350,IRITUIA,"-47,4407556128483","-1,771474995","17,251349","-1.771474995,-47.4407556128483"
208,150360,ITAITUBA,"-55,9900488572777","-4,26372948","25,058629","-4.26372948,-55.9900488572777"
209,150370,ITUPIRANGA,"-49,3244258612861","-5,12883702636091","88,561741","-5.12883702636091,-49.3244258612861"
210,150375,JACAREACANGA,"-57,7663398583794","-6,22355173138645","91,910223","-6.22355173138645,-57.7663398583794"
211,150380,JACUND�,"-49,1127815625675","-4,448405475","117,087267","-4.448405475,-49.1127815625675"
212,150390,JURUTI,"-56,0949976884001","-2,155252995","25,611357","-2.155252995,-56.0949976884001"
213,150400,LIMOEIRO DO AJURU,"-49,3815339012019","-1,8919485","7,667906","-1.8919485,-49.3815339012019"
214,150405,M�E DO RIO,"-47,5522901794773","-2,04770744079076","41,375185","-2.04770744079076,-47.5522901794773"
215,150410,MAGALH�ES BARATA,"-47,5991818964912","-0,795850156021161","22,995751","-0.795850156021161,-47.5991818964912"
216,150420,MARAB�,"-49,1420253334067","-5,35260576313025","83,617783","-5.35260576313025,-49.1420253334067"
217,150430,MARACAN�,"-47,4552679594076","-0,762419459981231","21,232481","-0.762419459981231,-47.4552679594076"
218,150440,MARAPANIM,"-47,7025487537677","-0,712150996347819","10,012599","-0.712150996347819,-47.7025487537677"
219,150442,MARITUBA,"-48,340535877783","-1,3464172655758","14,164564","-1.3464172655758,-48.340535877783"
220,150445,MEDICIL�NDIA,"-52,8883453507243","-3,44541741218688","128,521265","-3.44541741218688,-52.8883453507243"
221,150450,MELGA�O,"-50,7174646976964","-1,803446698641","8,899709","-1.803446698641,-50.7174646976964"
222,150460,MOCAJUBA,"-49,5090234612729","-2,58287297327153","14,514668","-2.58287297327153,-49.5090234612729"
223,150470,MOJU,"-48,7671991273719","-1,885889","14,428254","-1.885889,-48.7671991273719"
224,150480,MONTE ALEGRE,"-54,073374725636","-2,003328","67,366476","-2.003328,-54.073374725636"
225,150490,MUAN�,"-49,2168324424737","-1,5300262083549","6,205626","-1.5300262083549,-49.2168324424737"
226,150495,NOVA ESPERAN�A DO PIRI�,"-46,9620928836736","-2,2676259890313","72,106754","-2.2676259890313,-46.9620928836736"
227,150497,NOVA IPIXUNA,"-49,0798869380164","-4,92308630702649","112,806927","-4.92308630702649,-49.0798869380164"
228,150500,NOVA TIMBOTEUA,"-47,3932022764599","-1,20414364746687","47,717253","-1.20414364746687,-47.3932022764599"
229,150503,NOVO PROGRESSO,"-55,4198701179784","-7,03483591328812","224,205442","-7.03483591328812,-55.4198701179784"
230,150506,NOVO REPARTIMENTO,"-49,9486382443426","-4,2481485","95,016847","-4.2481485,-49.9486382443426"
231,150510,�BIDOS,"-55,5163235097126","-1,90923549588121","29,793842","-1.90923549588121,-55.5163235097126"
232,150520,OEIRAS DO PAR�,"-49,8551061087735","-2,004734","7,081295","-2.004734,-49.8551061087735"
233,150530,ORIXIMIN�,"-55,8627995152359","-1,7637535","43,484541","-1.7637535,-55.8627995152359"
234,150540,OUR�M,"-47,1176193628501","-1,54894714230244","15,406258","-1.54894714230244,-47.1176193628501"
235,150543,OURIL�NDIA DO NORTE,"-51,0908327746816","-6,74061708637736","322,442251","-6.74061708637736,-51.0908327746816"
236,150548,PACAJ�,"-50,6348408304298","-3,8303057037573",71,"-3.8303057037573,-50.6348408304298"
237,150549,PALESTINA DO PAR�,"-48,3217937261637","-5,74993410622605","123,148483","-5.74993410622605,-48.3217937261637"
238,150550,PARAGOMINAS,"-47,3569615610519","-2,9941905","88,343788","-2.9941905,-47.3569615610519"
239,150553,PARAUAPEBAS,"-49,900780634297","-6,07272988763184","155,338669","-6.07272988763184,-49.900780634297"
240,150555,PAU D'ARCO,"-50,0482755318998","-7,83679440397357","191,079864","-7.83679440397357,-50.0482755318998"
241,150560,PEIXE-BOI,"-47,3179270215591","-1,18956924075654","24,528518","-1.18956924075654,-47.3179270215591"
242,150563,PI�ARRA,"-48,8684006672187","-6,45367623455792","191,927264","-6.45367623455792,-48.8684006672187"
243,150565,PLACAS,"-54,2169681312654","-3,86731556213536","107,337623","-3.86731556213536,-54.2169681312654"
