,CD_GEOCODM,NM_MUNICIP,LONG,LAT,ALT,geopoint
1317,250570,DONA IN�S,"-35,6225406506041","-6,60212273515188","439,523847","-6.60212273515188,-35.6225406506041"
1318,250580,DUAS ESTRADAS,"-35,4181768047992","-6,68813295468359","145,231166","-6.68813295468359,-35.4181768047992"
1319,250590,EMAS,"-37,7145859750777","-7,10799223236892","271,027892","-7.10799223236892,-37.7145859750777"
1320,250600,ESPERAN�A,"-35,8585932869695","-7,020685","633,239871","-7.020685,-35.8585932869695"
1321,250610,FAGUNDES,"-35,7846088757702","-7,36306160444852","479,834203","-7.36306160444852,-35.7846088757702"
1322,250620,FREI MARTINHO,"-36,4520440619056","-6,40451585235458","375,751238","-6.40451585235458,-36.4520440619056"
1323,250625,GADO BRAVO,"-35,7906509034521","-7,5829411773177","353,064715","-7.5829411773177,-35.7906509034521"
1324,250630,GUARABIRA,"-35,4899649848849","-6,852715","97,790114","-6.852715,-35.4899649848849"
1325,250640,GURINH�M,"-35,4281860624289","-7,12321566843337","103,545125","-7.12321566843337,-35.4281860624289"
1326,250650,GURJ�O,"-36,4862761217649","-7,24622166093218","489,246641","-7.24622166093218,-36.4862761217649"
1327,250660,IBIARA,"-38,4055678575028","-7,49785122454589","344,980393","-7.49785122454589,-38.4055678575028"
1328,250670,IMACULADA,"-37,5100748563998","-7,38853726132228","759,577703","-7.38853726132228,-37.5100748563998"
1329,250680,ING�,"-35,6176892168187","-7,29502691351019","143,129096","-7.29502691351019,-35.6176892168187"
1330,250690,ITABAIANA,"-35,3375333858727","-7,3309315","46,00604","-7.3309315,-35.3375333858727"
1331,250700,ITAPORANGA,"-38,1525731066856","-7,30398046311692","296,8851","-7.30398046311692,-38.1525731066856"
1332,250710,ITAPOROROCA,"-35,246295714605","-6,8299201630414","83,121439","-6.8299201630414,-35.246295714605"
1333,250720,ITATUBA,"-35,6281612500039","-7,37495775502352","117,159095","-7.37495775502352,-35.6281612500039"
1334,250730,JACARA�,"-35,2942824484025","-6,6129685867326","172,443562","-6.6129685867326,-35.2942824484025"
1335,250740,JERIC�,"-37,808641377421","-6,55619499094078","226,517354","-6.55619499094078,-37.808641377421"
1336,250750,JO�O PESSOA,"-34,8733848135386","-7,14938202","47,710895","-7.14938202,-34.8733848135386"
1337,250760,JUAREZ T�VORA,"-35,5911781067138","-7,1663446273336","150,354389","-7.1663446273336,-35.5911781067138"
1338,250770,JUAZEIRINHO,"-36,5707010055171","-7,06536831063555","553,711426","-7.06536831063555,-36.5707010055171"
1339,250780,JUNCO DO SERID�,"-36,716441226086","-6,9933376488561","587,254302","-6.9933376488561,-36.716441226086"
1340,250790,JURIPIRANGA,"-35,2394540486469","-7,37029077318249","122,220675","-7.37029077318249,-35.2394540486469"
1341,250800,JURU,"-37,819264489008","-7,53430713843463","588,219445","-7.53430713843463,-37.819264489008"
1342,250810,LAGOA,"-37,9150900701029","-6,59420861333486","281,273748","-6.59420861333486,-37.9150900701029"
1343,250820,LAGOA DE DENTRO,"-35,3770436482357","-6,67059904965351","152,54351","-6.67059904965351,-35.3770436482357"
1344,250830,LAGOA SECA,"-35,8514401351463","-7,15841248855856","634,799912","-7.15841248855856,-35.8514401351463"
1345,250840,LASTRO,"-38,1792184928311","-6,51653062578422","337,29326","-6.51653062578422,-38.1792184928311"
1346,250850,LIVRAMENTO,"-36,94862930397","-7,3790028227583","589,252133","-7.3790028227583,-36.94862930397"
1347,250855,LOGRADOURO,"-35,4432993555945","-6,61537142228734","123,580451","-6.61537142228734,-35.4432993555945"
1348,250860,LUCENA,"-34,8746090973938","-6,89884933841366","5,32949","-6.89884933841366,-34.8746090973938"
1349,250870,M�E D'�GUA,"-37,428160994959","-7,25704909269706","418,151785","-7.25704909269706,-37.428160994959"
1350,250880,MALTA,"-37,5177757103802","-6,90718512349047","257,154818","-6.90718512349047,-37.5177757103802"
1351,250890,MAMANGUAPE,"-35,1238932020901","-6,83371514693319","24,261906","-6.83371514693319,-35.1238932020901"
1352,250900,MANA�RA,"-38,1530716660803","-7,70461414156368","749,151117","-7.70461414156368,-38.1530716660803"
1353,250905,MARCA��O,"-35,0139243934696","-6,77005417404741","92,934439","-6.77005417404741,-35.0139243934696"
1354,250910,MARI,"-35,3185424166403","-7,056384","148,164314","-7.056384,-35.3185424166403"
1355,250915,MARIZ�POLIS,"-38,3553961303769","-6,84467427702503","306,382457","-6.84467427702503,-38.3553961303769"
1356,250920,MASSARANDUBA,"-35,7375152076896","-7,18019947108161","517,351656","-7.18019947108161,-35.7375152076896"
1357,250930,MATARACA,"-35,0485576738377","-6,60051865435005","30,067875","-6.60051865435005,-35.0485576738377"
1358,250933,MATINHAS,"-35,7709374162111","-7,12116834374255","482,56693","-7.12116834374255,-35.7709374162111"
1359,250937,MATO GROSSO,"-37,7115726982213","-6,5426334911734","198,668993","-6.5426334911734,-37.7115726982213"
1360,250939,MATUR�IA,"-37,3504338850628","-7,26593000193745","815,665428","-7.26593000193745,-37.3504338850628"
1361,250940,MOGEIRO,"-35,4824246020059","-7,30948053230429","113,771987","-7.30948053230429,-35.4824246020059"
1362,250950,MONTADAS,"-35,9582754292669","-7,08909633845498","711,656778","-7.08909633845498,-35.9582754292669"
1363,250960,MONTE HOREBE,"-38,5836574944156","-7,20952640226047","716,91209","-7.20952640226047,-38.5836574944156"
1364,250970,MONTEIRO,"-37,1226806805604","-7,892217","604,66561","-7.892217,-37.1226806805604"
1365,250980,MULUNGU,"-35,4651434243147","-7,02788603160562","93,759103","-7.02788603160562,-35.4651434243147"
1366,250990,NATUBA,"-35,5561446826129","-7,64097882478663","340,355741","-7.64097882478663,-35.5561446826129"
1367,251000,NAZAREZINHO,"-38,3189125786079","-6,9127009191105","287,60852","-6.9127009191105,-38.3189125786079"
1368,251010,NOVA FLORESTA,"-36,2024954255349","-6,45613994183283","669,891454","-6.45613994183283,-36.2024954255349"
1369,251020,NOVA OLINDA,"-38,0410502007873","-7,47684278075379","315,205557","-7.47684278075379,-38.0410502007873"
1370,251030,NOVA PALMEIRA,"-36,4187129743523","-6,67660584264479","557,966958","-6.67660584264479,-36.4187129743523"
1371,251040,OLHO D'�GUA,"-37,7526855285604","-7,22497264854926","268,280552","-7.22497264854926,-37.7526855285604"
1372,251050,OLIVEDOS,"-36,2436652193579","-6,98822562229028","556,652487","-6.98822562229028,-36.2436652193579"
1373,251060,OURO VELHO,"-37,1543789425132","-7,61865212451032","599,391565","-7.61865212451032,-37.1543789425132"
1374,251065,PARARI,"-36,6583244439251","-7,31670010077819","487,09053","-7.31670010077819,-36.6583244439251"
1375,251070,PASSAGEM,"-37,0543919436503","-7,13281959666244","307,595093","-7.13281959666244,-37.0543919436503"
1376,251080,PATOS,"-37,2769133372926","-7,02449166821925","243,837611","-7.02449166821925,-37.2769133372926"
1377,251090,PAULISTA,"-37,6210556739873","-6,59406157976211","158,481506","-6.59406157976211,-37.6210556739873"
1378,251100,PEDRA BRANCA,"-38,0722463078192","-7,42656442613012","302,13294","-7.42656442613012,-38.0722463078192"
1379,251110,PEDRA LAVRADA,"-36,4720503638462","-6,75788146064519","515,919762","-6.75788146064519,-36.4720503638462"
1380,251120,PEDRAS DE FOGO,"-35,1131779827065","-7,4015385","177,10488","-7.4015385,-35.1131779827065"
1381,251130,PIANC�,"-37,926519001178","-7,1925698759973","260,514945","-7.1925698759973,-37.926519001178"
1382,251140,PICU�,"-36,3470460251457","-6,51013565740654","442,656608","-6.51013565740654,-36.3470460251457"
1383,251150,PILAR,"-35,2598804076248","-7,25988798491644","58,678394","-7.25988798491644,-35.2598804076248"
1384,251160,PIL�ES,"-35,6155405946994","-6,86922052824915","324,99697","-6.86922052824915,-35.6155405946994"
1385,251170,PIL�EZINHOS,"-35,530585704033","-6,84056878304328","143,647675","-6.84056878304328,-35.530585704033"
1386,251180,PIRPIRITUBA,"-35,4977157927507","-6,78080009845509","103,510357","-6.78080009845509,-35.4977157927507"
1387,251190,PITIMBU,"-34,8139304142683","-7,48241339603127","9,341475","-7.48241339603127,-34.8139304142683"
1388,251200,POCINHOS,"-36,0564422810101","-7,07861726936986","657,074727","-7.07861726936986,-36.0564422810101"
1389,251203,PO�O DANTAS,"-38,4971655332399","-6,4071756420217","456,663711","-6.4071756420217,-38.4971655332399"
1390,251207,PO�O DE JOS� DE MOURA,"-38,5099999913196","-6,57691881585499","287,394879","-6.57691881585499,-38.5099999913196"
1391,251210,POMBAL,"-37,798267271363","-6,769855485","191,907703","-6.769855485,-37.798267271363"
1392,251220,PRATA,"-37,0823339751871","-7,69698308434496","588,163983","-7.69698308434496,-37.0823339751871"
1393,251230,PRINCESA ISABEL,"-37,9936640096162","-7,73386645898496","684,973846","-7.73386645898496,-37.9936640096162"
1394,251240,PUXINAN�,"-35,9584940731246","-7,1489066440629","641,437311","-7.1489066440629,-35.9584940731246"
1395,251250,QUEIMADAS,"-35,8994339112229","-7,3607915","464,227726","-7.3607915,-35.8994339112229"
1396,251260,QUIXAB�,"-37,1470987043486","-7,03081760657396","296,066578","-7.03081760657396,-37.1470987043486"
1397,251270,REM�GIO,"-35,7958331901249","-6,96629295198897","586,206331","-6.96629295198897,-35.7958331901249"
1398,251272,PEDRO R�GIS,"-35,2930058538096","-6,64447149726608","162,310897","-6.64447149726608,-35.2930058538096"
1399,251274,RIACH�O,"-35,6627216943535","-6,54267652788993","177,52151","-6.54267652788993,-35.6627216943535"
1400,251275,RIACH�O DO BACAMARTE,"-35,6553876583291","-7,25059477327924","198,765251","-7.25059477327924,-35.6553876583291"
1401,251276,RIACH�O DO PO�O,"-35,2612426920122","-7,15150361574026","70,876172","-7.15150361574026,-35.2612426920122"
1402,251278,RIACHO DE SANTO ANT�NIO,"-36,1567097727418","-7,69029534454018","440,03455","-7.69029534454018,-36.1567097727418"
1403,251280,RIACHO DOS CAVALOS,"-37,6538353910347","-6,43649424914114","203,113159","-6.43649424914114,-37.6538353910347"
1404,251290,RIO TINTO,"-35,0788522259515","-6,8084485","12,272199","-6.8084485,-35.0788522259515"
1405,251300,SALGADINHO,"-36,8455028942862","-7,10303473308871","426,721639","-7.10303473308871,-36.8455028942862"
1406,251310,SALGADO DE S�O F�LIX,"-35,4433017394971","-7,35535731371706","55,325317","-7.35535731371706,-35.4433017394971"
1407,251315,SANTA CEC�LIA,"-35,877474466628","-7,74290596221598","508,289257","-7.74290596221598,-35.877474466628"
1408,251320,SANTA CRUZ,"-38,0605555920097","-6,53501416751783","322,927913","-6.53501416751783,-38.0605555920097"
1409,251330,SANTA HELENA,"-38,6427896706556","-6,71869419964293","291,868349","-6.71869419964293,-38.6427896706556"
1410,251335,SANTA IN�S,"-38,5595999296318","-7,62777971854304","419,884276","-7.62777971854304,-38.5595999296318"
1411,251340,SANTA LUZIA,"-36,9216783300447","-6,87186326188252","308,188499","-6.87186326188252,-36.9216783300447"
1412,251350,SANTANA DE MANGUEIRA,"-38,3325811539417","-7,55121340952874","380,591071","-7.55121340952874,-38.3325811539417"
1413,251360,SANTANA DOS GARROTES,"-37,9850430999296","-7,38764445972837","318,460424","-7.38764445972837,-37.9850430999296"
1414,251365,SANTAR�M,"-38,4791522142449","-6,48405529669128","350,818771","-6.48405529669128,-38.4791522142449"
1415,251370,SANTA RITA,"-34,9658392782709","-7,1380845","68,385009","-7.1380845,-34.9658392782709"
1416,251380,SANTA TERESINHA,"-37,4417177954698","-7,08419170526247","300,062353","-7.08419170526247,-37.4417177954698"
1417,251385,SANTO ANDR�,"-36,6309754330546","-7,22048912283316","498,509404","-7.22048912283316,-36.6309754330546"
1418,251390,S�O BENTO,"-37,449349664422","-6,48930754079141","151,06145","-6.48930754079141,-37.449349664422"
1419,251392,S�O BENTINHO,"-37,7227213005654","-6,89030850899754","258,547619","-6.89030850899754,-37.7227213005654"
1420,251394,S�O DOMINGOS DO CARIRI,"-36,4359294005056","-7,63299070250314","409,100598","-7.63299070250314,-36.4359294005056"
1421,251396,S�O DOMINGOS,"-37,9426027474446","-6,81592498091653","193,973645","-6.81592498091653,-37.9426027474446"
1422,251398,S�O FRANCISCO,"-38,0971412339127","-6,61927998240531","269,453876","-6.61927998240531,-38.0971412339127"
1423,251400,S�O JO�O DO CARIRI,"-36,5315209358872","-7,39020133575512","456,092042","-7.39020133575512,-36.5315209358872"
1424,251410,S�O JO�O DO TIGRE,"-36,8457433215685","-8,08104288936475","577,340454","-8.08104288936475,-36.8457433215685"
1425,251420,S�O JOS� DA LAGOA TAPADA,"-38,1577701892674","-6,94423148941398","265,726212","-6.94423148941398,-38.1577701892674"
1426,251430,S�O JOS� DE CAIANA,"-38,2978233702354","-7,24915963108365","602,279622","-7.24915963108365,-38.2978233702354"
1427,251440,S�O JOS� DE ESPINHARAS,"-37,3251148399789","-6,84417960846357","209,582607","-6.84417960846357,-37.3251148399789"
1428,251445,S�O JOS� DOS RAMOS,"-35,3779610544874","-7,24712735721632","95,509911","-7.24712735721632,-35.3779610544874"
1429,251450,S�O JOS� DE PIRANHAS,"-38,5010748206497","-7,12086995744378","342,480257","-7.12086995744378,-38.5010748206497"
1430,251455,S�O JOS� DE PRINCESA,"-38,0988027202559","-7,7429694507639","726,334218","-7.7429694507639,-38.0988027202559"
1431,251460,S�O JOS� DO BONFIM,"-37,3092447284815","-7,16091497735897","281,647316","-7.16091497735897,-37.3092447284815"
1432,251465,S�O JOS� DO BREJO DO CRUZ,"-37,3538296761784","-6,21291534073982","155,114591","-6.21291534073982,-37.3538296761784"
1433,251470,S�O JOS� DO SABUGI,"-36,7974932181972","-6,77553140683712","341,653354","-6.77553140683712,-36.7974932181972"
1434,251480,S�O JOS� DOS CORDEIROS,"-36,8027778195065","-7,39264269695839","528,27535","-7.39264269695839,-36.8027778195065"
1435,251490,S�O MAMEDE,"-37,0948573852401","-6,93022837139016","275,213733","-6.93022837139016,-37.0948573852401"
1436,251500,S�O MIGUEL DE TAIPU,"-35,2104513918798","-7,24923353038705","44,988092","-7.24923353038705,-35.2104513918798"
1437,251510,S�O SEBASTI�O DE LAGOA DE RO�A,"-35,8664139115223","-7,10094595524404","627,791244","-7.10094595524404,-35.8664139115223"
1438,251520,S�O SEBASTI�O DO UMBUZEIRO,"-37,0084169780022","-8,15711875468474","596,658681","-8.15711875468474,-37.0084169780022"
1439,251530,SAP�,"-35,2304326165497","-7,087111","121,501331","-7.087111,-35.2304326165497"
1440,251540,SERID�,"-36,4107641095568","-6,85690856317292","518,091345","-6.85690856317292,-36.4107641095568"
1441,251550,SERRA BRANCA,"-36,6556668629229","-7,4805025244756","481,319407","-7.4805025244756,-36.6556668629229"
1442,251560,SERRA DA RAIZ,"-35,4427388368849","-6,68551765005369","325,44682","-6.68551765005369,-35.4427388368849"
1443,251570,SERRA GRANDE,"-38,3748947870419","-7,21414775784029","613,810692","-7.21414775784029,-38.3748947870419"
1444,251580,SERRA REDONDA,"-35,6742704972443","-7,18254942468272","336,083102","-7.18254942468272,-35.6742704972443"
1445,251590,SERRARIA,"-35,6441425707571","-6,81708894284731","537,950009","-6.81708894284731,-35.6441425707571"
1446,251593,SERT�OZINHO,"-35,4417507457045","-6,75079754596171","132,593579","-6.75079754596171,-35.4417507457045"
1447,251597,SOBRADO,"-35,2381954790313","-7,14457561363735","53,098781","-7.14457561363735,-35.2381954790313"
1448,251600,SOL�NEA,"-35,6561584077255","-6,7598975","625,781341","-6.7598975,-35.6561584077255"
1449,251610,SOLEDADE,"-36,362664860377","-7,05874137777625","523,941913","-7.05874137777625,-36.362664860377"
1450,251615,SOSS�GO,"-36,2482238788383","-6,76752752888267","587,235916","-6.76752752888267,-36.2482238788383"
1451,251620,SOUSA,"-38,2296050806011","-6,763378005","227,047576","-6.763378005,-38.2296050806011"
1452,251630,SUM�,"-36,8802761457321","-7,67105361514705","521,366402","-7.67105361514705,-36.8802761457321"
1453,251640,TACIMA,"-35,6388366564942","-6,48891694245472","173,984369","-6.48891694245472,-35.6388366564942"
1454,251650,TAPERO�,"-36,8289985342818","-7,20953935099688","532,103367","-7.20953935099688,-36.8289985342818"
1455,251660,TAVARES,"-37,8785919324605","-7,63570844619416","717,997774","-7.63570844619416,-37.8785919324605"
1456,251670,TEIXEIRA,"-37,2515615776267","-7,22370290861476","786,769205","-7.22370290861476,-37.2515615776267"
1457,251675,TEN�RIO,"-36,6279998744085","-6,93826040293171","608,173929","-6.93826040293171,-36.6279998744085"
1458,251680,TRIUNFO,"-38,598098331275","-6,5768355073857","304,317509","-6.5768355073857,-38.598098331275"
1459,251690,UIRA�NA,"-38,4070270101528","-6,52492709513081","294,397564","-6.52492709513081,-38.4070270101528"
1460,251700,UMBUZEIRO,"-35,6714708228878","-7,69820632935525","545,25066","-7.69820632935525,-35.6714708228878"
1461,251710,V�RZEA,"-36,9927210043315","-6,77080724678283","263,867178","-6.77080724678283,-36.9927210043315"
1462,251720,VIEIR�POLIS,"-38,2778434980653","-6,54571355168578","321,057184","-6.54571355168578,-38.2778434980653"
1463,251740,ZABEL�,"-37,0935519728886","-8,0768741972494","646,344099","-8.0768741972494,-37.0935519728886"
1464,260005,ABREU E LIMA,"-34,8991305847304","-7,90444899","27,060592","-7.90444899,-34.8991305847304"
1465,260010,AFOGADOS DA INGAZEIRA,"-37,6376860181022","-7,74832758583151","515,346206","-7.74832758583151,-37.6376860181022"
1466,260020,AFR�NIO,"-41,0057973410949","-8,51109128375517","515,842902","-8.51109128375517,-41.0057973410949"
1467,260030,AGRESTINA,"-35,94677683746","-8,455973","437,15488","-8.455973,-35.94677683746"
1468,260040,�GUA PRETA,"-35,5185573511919","-8,70912255231174","92,734663","-8.70912255231174,-35.5185573511919"
1469,260050,�GUAS BELAS,"-37,1219571685606","-9,1145895","373,322929","-9.1145895,-37.1219571685606"
1470,260060,ALAGOINHA,"-36,7754560083166","-8,46627052298468","731,315275","-8.46627052298468,-36.7754560083166"
1471,260070,ALIAN�A,"-35,228501497065","-7,60472980846341","112,188515","-7.60472980846341,-35.228501497065"
1472,260080,ALTINHO,"-36,0596997585832","-8,4895925","456,245763","-8.4895925,-36.0596997585832"
1473,260090,AMARAJI,"-35,4507729209957","-8,378487","291,623086","-8.378487,-35.4507729209957"
1474,260100,ANGELIM,"-36,2848143554983","-8,89037420790994","639,927141","-8.89037420790994,-36.2848143554983"
1475,260105,ARA�OIABA,"-35,0939665275382","-7,78564187251451","161,850551","-7.78564187251451,-35.0939665275382"
1476,260110,ARARIPINA,"-40,5024605749941","-7,5781415","639,781117","-7.5781415,-40.5024605749941"
1477,260120,ARCOVERDE,"-37,0565055646245","-8,4239405","671,583329","-8.4239405,-37.0565055646245"
1478,260130,BARRA DE GUABIRABA,"-35,6628188858245","-8,42093503757972","486,855195","-8.42093503757972,-35.6628188858245"
1479,260140,BARREIROS,"-35,1990859873173","-8,81413799010685","22,089717","-8.81413799010685,-35.1990859873173"
1480,260150,BEL�M DE MARIA,"-35,8399240901317","-8,6212019106173","273,53491","-8.6212019106173,-35.8399240901317"
1481,260160,BEL�M DO S�O FRANCISCO,"-38,9615995649726","-8,75146278008585","316,349739","-8.75146278008585,-38.9615995649726"
1482,260170,BELO JARDIM,"-36,420035083018","-8,3352954393583","616,704941","-8.3352954393583,-36.420035083018"
1483,260180,BET�NIA,"-38,0387381366471","-8,26984078962668","460,100142","-8.26984078962668,-38.0387381366471"
1484,260190,BEZERROS,"-35,754487945878","-8,2353595","473,170309","-8.2353595,-35.754487945878"
1485,260200,BODOC�,"-39,9361631850394","-7,77934262699137","446,964454","-7.77934262699137,-39.9361631850394"
1486,260210,BOM CONSELHO,"-36,679314385707","-9,16338298488547","633,162777","-9.16338298488547,-36.679314385707"
1487,260220,BOM JARDIM,"-35,5871395022878","-7,79951218074002","314,187503","-7.79951218074002,-35.5871395022878"
1488,260230,BONITO,"-35,7285279259275","-8,4722605","431,08504","-8.4722605,-35.7285279259275"
1489,260240,BREJ�O,"-36,5646966592673","-9,02724915072048","759,733131","-9.02724915072048,-36.5646966592673"
1490,260250,BREJINHO,"-37,2873345539798","-7,3456712759663","748,448837","-7.3456712759663,-37.2873345539798"
1491,260260,BREJO DA MADRE DE DEUS,"-36,3703914413319","-8,1489565","636,535472","-8.1489565,-36.3703914413319"
1492,260270,BUENOS AIRES,"-35,3295704142006","-7,72437221003539","135,813128","-7.72437221003539,-35.3295704142006"
1493,260280,BU�QUE,"-37,156988114845","-8,62205904068232","809,500715","-8.62205904068232,-37.156988114845"
1494,260290,CABO DE SANTO AGOSTINHO,"-35,0384889718131","-8,28986423029788","29,241114","-8.28986423029788,-35.0384889718131"
1495,260300,CABROB�,"-39,3098413379707","-8,51510548326908","326,644505","-8.51510548326908,-39.3098413379707"
1496,260310,CACHOEIRINHA,"-36,2359914117891","-8,48683107303865","536,16776","-8.48683107303865,-36.2359914117891"
1497,260320,CAET�S,"-36,6248040076124","-8,77559484478882","848,556745","-8.77559484478882,-36.6248040076124"
1498,260330,CAL�ADO,"-36,3332880795364","-8,73837794373232","679,835563","-8.73837794373232,-36.3332880795364"
1499,260340,CALUMBI,"-38,1537459242791","-7,93842732667504","456,79917","-7.93842732667504,-38.1537459242791"
1500,260345,CAMARAGIBE,"-34,9957213563856","-8,0205217674976","43,1197","-8.0205217674976,-34.9957213563856"
1501,260350,CAMOCIM DE S�O F�LIX,"-35,7651947265538","-8,36213804006225","694,036131","-8.36213804006225,-35.7651947265538"
1502,260360,CAMUTANGA,"-35,2827906438477","-7,40708241993907","102,147598","-7.40708241993907,-35.2827906438477"
1503,260370,CANHOTINHO,"-36,193574878074","-8,88387056215619","544,361787","-8.88387056215619,-36.193574878074"
1504,260380,CAPOEIRAS,"-36,6237980172928","-8,73614267974256","891,107638","-8.73614267974256,-36.6237980172928"
1505,260390,CARNA�BA,"-37,793398902551","-7,80305821890566","496,950103","-7.80305821890566,-37.793398902551"
1506,260392,CARNAUBEIRA DA PENHA,"-38,7434219469465","-8,32060796467651","457,619499","-8.32060796467651,-38.7434219469465"
1507,260400,CARPINA,"-35,2580606059131","-7,84688671641732","187,648942","-7.84688671641732,-35.2580606059131"
1508,260410,CARUARU,"-35,9670733600535","-8,285898","533,54197","-8.285898,-35.9670733600535"
1509,260415,CASINHAS,"-35,7253231033555","-7,74320656791998","412,704816","-7.74320656791998,-35.7253231033555"
1510,260420,CATENDE,"-35,7216666573487","-8,6703075","160,149452","-8.6703075,-35.7216666573487"
1511,260430,CEDRO,"-39,2371382153378","-7,71746923330341","549,083598","-7.71746923330341,-39.2371382153378"
1512,260440,CH� DE ALEGRIA,"-35,213726736211","-7,99790078017443","164,463989","-7.99790078017443,-35.213726736211"
1513,260450,CH� GRANDE,"-35,4647408125141","-8,24011277651399","459,738425","-8.24011277651399,-35.4647408125141"
1514,260460,CONDADO,"-35,1041184906515","-7,589382255","108,067624","-7.589382255,-35.1041184906515"
1515,260470,CORRENTES,"-36,3297018953137","-9,12866550151905","398,861075","-9.12866550151905,-36.3297018953137"
1516,260480,CORT�S,"-35,5415869000023","-8,4751512172918","318,089456","-8.4751512172918,-35.5415869000023"
1517,260490,CUMARU,"-35,6946989631154","-8,01503244286428","373,059112","-8.01503244286428,-35.6946989631154"
1518,260500,CUPIRA,"-35,9502573664167","-8,61128266016395","412,372345","-8.61128266016395,-35.9502573664167"
1519,260510,CUST�DIA,"-37,6410965906668","-8,089002","547,986904","-8.089002,-37.6410965906668"
1520,260515,DORMENTES,"-40,7707358130966","-8,44865698651541","483,722779","-8.44865698651541,-40.7707358130966"
1521,260520,ESCADA,"-35,2361574244476","-8,36252199","109,117342","-8.36252199,-35.2361574244476"
1522,260530,EXU,"-39,7227283392676","-7,516307","527,43128","-7.516307,-39.7227283392676"
1523,260540,FEIRA NOVA,"-35,390597986464","-7,94872774216478","154,895371","-7.94872774216478,-35.390597986464"
1524,260545,FERNANDO DE NORONHA,"-32,4351863280529","-3,85202140078181",0,"-3.85202140078181,-32.4351863280529"
1525,260550,FERREIROS,"-35,2440702124351","-7,44549420525894","92,744442","-7.44549420525894,-35.2440702124351"
1526,260560,FLORES,"-37,9714561137782","-7,86171447493079","493,576688","-7.86171447493079,-37.9714561137782"
1527,260570,FLORESTA,"-38,5712393419872","-8,6008265","322,007648","-8.6008265,-38.5712393419872"
1528,260580,FREI MIGUELINHO,"-35,9231276419375","-7,94445824740133","392,865253","-7.94445824740133,-35.9231276419375"
1529,260590,GAMELEIRA,"-35,3866107834559","-8,58383577054338","97,768769","-8.58383577054338,-35.3866107834559"
1530,260600,GARANHUNS,"-36,4930502821005","-8,88890553","869,211553","-8.88890553,-36.4930502821005"
1531,260610,GL�RIA DO GOIT�,"-35,2923223922623","-7,99960847212724","148,756325","-7.99960847212724,-35.2923223922623"
1532,260620,GOIANA,"-34,9983762971528","-7,55923185486717","17,995881","-7.55923185486717,-34.9983762971528"
1533,260630,GRANITO,"-39,6192863432021","-7,70925328234973","444,796225","-7.70925328234973,-39.6192863432021"
1534,260640,GRAVAT�,"-35,5714923938373","-8,2059995","466,64996","-8.2059995,-35.5714923938373"
1535,260650,IATI,"-36,8472759684337","-9,04570925087953","488,358887","-9.04570925087953,-36.8472759684337"
1536,260660,IBIMIRIM,"-37,6900466896833","-8,53876220824973","407,373302","-8.53876220824973,-37.6900466896833"
1537,260670,IBIRAJUBA,"-36,1804630923865","-8,58053493560591","608,577705","-8.58053493560591,-36.1804630923865"
1538,260680,IGARASSU,"-34,9105833875875","-7,82837199","11,415628","-7.82837199,-34.9105833875875"
1539,260690,IGUARACI,"-37,5188211184962","-7,84477430130535","572,585923","-7.84477430130535,-37.5188211184962"
1540,260700,INAJ�,"-37,8244851112304","-8,90204607887599","363,544153","-8.90204607887599,-37.8244851112304"
1541,260710,INGAZEIRA,"-37,4576704743563","-7,6777971945153","542,258266","-7.6777971945153,-37.4576704743563"
1542,260720,IPOJUCA,"-35,0634719379371","-8,3969865","49,973949","-8.3969865,-35.0634719379371"
1543,260730,IPUBI,"-40,1502087501672","-7,6497045","540,235342","-7.6497045,-40.1502087501672"
1544,260740,ITACURUBA,"-38,6863416893124","-8,72451506478971","314,634682","-8.72451506478971,-38.6863416893124"
1545,260750,ITA�BA,"-37,4189484589274","-8,9400544003599","474,589867","-8.9400544003599,-37.4189484589274"
1546,260760,ILHA DE ITAMARAC�,"-34,823950567034","-7,74657331766388","6,59428","-7.74657331766388,-34.823950567034"
1547,260765,ITAMB�,"-35,1106273574317","-7,40926386","184,564793","-7.40926386,-35.1106273574317"
1548,260770,ITAPETIM,"-37,1884393109605","-7,37842852842199","639,509321","-7.37842852842199,-37.1884393109605"
1549,260775,ITAPISSUMA,"-34,8892710487235","-7,77403476474654",6,"-7.77403476474654,-34.8892710487235"
1550,260780,ITAQUITINGA,"-35,1026145695038","-7,6663936085023","64,566004","-7.6663936085023,-35.1026145695038"
1551,260790,JABOAT�O DOS GUARARAPES,"-34,9211734672603","-8,16539146735745","6,468261","-8.16539146735745,-34.9211734672603"
1552,260795,JAQUEIRA,"-35,7973952137599","-8,72796987804595","229,632831","-8.72796987804595,-35.7973952137599"
1553,260800,JATA�BA,"-36,4988285484163","-7,98725777724561","519,430972","-7.98725777724561,-36.4988285484163"
1554,260805,JATOB�,"-38,2750376623843","-9,18506999252143","276,858802","-9.18506999252143,-38.2750376623843"
1555,260810,JO�O ALFREDO,"-35,5915023689903","-7,86018872703986","325,317687","-7.86018872703986,-35.5915023689903"
1556,260820,JOAQUIM NABUCO,"-35,5292418261614","-8,62689829945635","149,418735","-8.62689829945635,-35.5292418261614"
1557,260825,JUCATI,"-36,4903865236772","-8,70702896437458","823,218627","-8.70702896437458,-36.4903865236772"
1558,260830,JUPI,"-36,4117337384655","-8,70609685279339","748,868307","-8.70609685279339,-36.4117337384655"
